Alpha,10,20,30,40,50,60,70,80,90,100
0.1,0.49560546875,0.493896484375,0.494384765625,0.48876953125,0.493408203125,0.489013671875,0.494873046875,0.49755859375,0.50390625,0.515380859375
0.5,0.517578125,0.513671875,0.5107421875,0.508056640625,0.5078125,0.5,0.49560546875,0.49609375,0.48779296875,0.486572265625
1,0.48486328125,0.485595703125,0.484619140625,0.482177734375,0.483642578125,0.4833984375,0.475830078125,0.47802734375,0.477294921875,0.477294921875
2,0.50341796875,0.50048828125,0.497802734375,0.494384765625,0.494873046875,0.4873046875,0.484130859375,0.48779296875,0.464599609375,0.47265625
5,0.49169921875,0.488037109375,0.481689453125,0.4736328125,0.47265625,0.468505859375,0.46240234375,0.455322265625,0.43359375,0.425537109375
10,0.49658203125,0.4951171875,0.49267578125,0.48779296875,0.483642578125,0.477783203125,0.4541015625,0.439697265625,0.392333984375,0.373046875
20,0.494384765625,0.48974609375,0.47607421875,0.46875,0.453369140625,0.43603515625,0.385498046875,0.33349609375,0.278564453125,0.260986328125
50,0.5009765625,0.47900390625,0.4521484375,0.400390625,0.323974609375,0.231689453125,0.16015625,0.139404296875,0.12255859375,0.114013671875
100,0.489501953125,0.4140625,0.193359375,0.09814453125,0.070556640625,0.0625,0.058837890625,0.05615234375,0.052490234375,0.0517578125
